ccode,year,age,gender,education,status,population
CIV,2015,29,female,lower secondary,unemployed,857.0
CIV,2015,29,female,primary,unemployed,831.0
CIV,2015,29,female,upper secondary,unemployed,458.0
CIV,2015,29,male,tertiary,employed,14584.0
CIV,2015,29,male,less than primary,employed,27070.0
CIV,2015,29,male,primary,employed,42596.0
CIV,2015,29,male,upper secondary,employed,18864.0
CIV,2015,29,male,lower secondary,employed,29153.0
CIV,2015,29,male,upper secondary,inactive,3494.0
CIV,2015,29,male,tertiary,inactive,2309.0
CIV,2015,29,male,primary,inactive,4363.0
CIV,2015,29,male,less than primary,inactive,2320.0
CIV,2015,29,male,lower secondary,inactive,3761.0
CIV,2015,29,male,tertiary,student,3470.0
CIV,2015,29,male,lower secondary,student,0.0
CIV,2015,29,male,upper secondary,student,0.0
CIV,2015,29,male,less than primary,student,0.0
CIV,2015,29,male,primary,student,0.0
CIV,2015,29,male,upper secondary,unemployed,491.0
CIV,2015,29,male,tertiary,unemployed,788.0
CIV,2015,29,male,less than primary,unemployed,210.0
CIV,2015,29,male,lower secondary,unemployed,568.0
CIV,2015,29,male,primary,unemployed,664.0
CIV,2015,30,female,upper secondary,employed,9134.0
CIV,2015,30,female,lower secondary,employed,19975.0
CIV,2015,30,female,tertiary,employed,9397.0
CIV,2015,30,female,primary,employed,36281.0
CIV,2015,30,female,less than primary,employed,28042.0
CIV,2015,30,female,upper secondary,inactive,6114.0
CIV,2015,30,female,primary,inactive,13358.0
CIV,2015,30,female,less than primary,inactive,10503.0
CIV,2015,30,female,lower secondary,inactive,10271.0
CIV,2015,30,female,tertiary,inactive,4732.0
CIV,2015,30,female,lower secondary,student,0.0
CIV,2015,30,female,less than primary,student,0.0
CIV,2015,30,female,tertiary,student,0.0
CIV,2015,30,female,primary,student,0.0
CIV,2015,30,female,upper secondary,student,0.0
CIV,2015,30,female,primary,unemployed,798.0
CIV,2015,30,female,lower secondary,unemployed,823.0
CIV,2015,30,female,less than primary,unemployed,188.0
CIV,2015,30,female,upper secondary,unemployed,440.0
CIV,2015,30,female,tertiary,unemployed,655.0
CIV,2015,30,male,tertiary,employed,14052.0
CIV,2015,30,male,upper secondary,employed,18176.0
CIV,2015,30,male,primary,employed,41043.0
CIV,2015,30,male,lower secondary,employed,28091.0
CIV,2015,30,male,less than primary,employed,26083.0
CIV,2015,30,male,tertiary,inactive,2225.0
CIV,2015,30,male,lower secondary,inactive,3624.0
CIV,2015,30,male,primary,inactive,4204.0
CIV,2015,30,male,upper secondary,inactive,3367.0
CIV,2015,30,male,less than primary,inactive,2236.0
CIV,2015,30,male,primary,student,0.0
CIV,2015,30,male,upper secondary,student,0.0
CIV,2015,30,male,tertiary,student,3344.0
CIV,2015,30,male,lower secondary,student,0.0
CIV,2015,30,male,less than primary,student,0.0
CIV,2015,30,male,less than primary,unemployed,202.0
CIV,2015,30,male,lower secondary,unemployed,547.0
CIV,2015,30,male,primary,unemployed,640.0
CIV,2015,30,male,upper secondary,unemployed,473.0
CIV,2015,30,male,tertiary,unemployed,759.0
CIV,2015,31,female,upper secondary,employed,8756.0
CIV,2015,31,female,tertiary,employed,9007.0
CIV,2015,31,female,lower secondary,employed,19145.0
CIV,2015,31,female,less than primary,employed,26878.0
CIV,2015,31,female,primary,employed,34774.0
CIV,2015,31,female,tertiary,inactive,4535.0
CIV,2015,31,female,upper secondary,inactive,5860.0
CIV,2015,31,female,less than primary,inactive,10068.0
CIV,2015,31,female,lower secondary,inactive,9845.0
CIV,2015,31,female,primary,inactive,12803.0
CIV,2015,31,female,less than primary,student,0.0
CIV,2015,31,female,lower secondary,student,0.0
CIV,2015,31,female,tertiary,student,0.0
CIV,2015,31,female,primary,student,0.0
CIV,2015,31,female,upper secondary,student,0.0
CIV,2015,31,female,less than primary,unemployed,180.0
CIV,2015,31,female,tertiary,unemployed,628.0
CIV,2015,31,female,lower secondary,unemployed,789.0
CIV,2015,31,female,upper secondary,unemployed,422.0
CIV,2015,31,female,primary,unemployed,765.0
CIV,2015,31,male,primary,employed,39542.0
CIV,2015,31,male,upper secondary,employed,17512.0
CIV,2015,31,male,tertiary,employed,13538.0
CIV,2015,31,male,lower secondary,employed,27064.0
CIV,2015,31,male,less than primary,employed,25129.0
CIV,2015,31,male,upper secondary,inactive,3244.0
CIV,2015,31,male,tertiary,inactive,2143.0
CIV,2015,31,male,less than primary,inactive,2154.0
CIV,2015,31,male,primary,inactive,4051.0
CIV,2015,31,male,lower secondary,inactive,3492.0
CIV,2015,31,male,less than primary,student,0.0
CIV,2015,31,male,primary,student,0.0
CIV,2015,31,male,lower secondary,student,0.0
CIV,2015,31,male,tertiary,student,3222.0
CIV,2015,31,male,upper secondary,student,0.0
CIV,2015,31,male,primary,unemployed,616.0
CIV,2015,31,male,upper secondary,unemployed,456.0
CIV,2015,31,male,tertiary,unemployed,731.0
CIV,2015,31,male,lower secondary,unemployed,528.0
CIV,2015,31,male,less than primary,unemployed,195.0
CIV,2015,32,female,lower secondary,employed,18545.0
CIV,2015,32,female,less than primary,employed,26034.0
CIV,2015,32,female,upper secondary,employed,8481.0
CIV,2015,32,female,tertiary,employed,8724.0
CIV,2015,32,female,primary,employed,33683.0
CIV,2015,32,female,less than primary,inactive,9752.0
CIV,2015,32,female,lower secondary,inactive,9536.0
CIV,2015,32,female,upper secondary,inactive,5676.0
CIV,2015,32,female,tertiary,inactive,4393.0
CIV,2015,32,female,primary,inactive,12401.0
CIV,2015,32,female,less than primary,student,0.0
CIV,2015,32,female,upper secondary,student,0.0
CIV,2015,32,female,tertiary,student,0.0
CIV,2015,32,female,primary,student,0.0
CIV,2015,32,female,lower secondary,student,0.0
CIV,2015,32,female,lower secondary,unemployed,764.0
CIV,2015,32,female,less than primary,unemployed,174.0
CIV,2015,32,female,upper secondary,unemployed,409.0
CIV,2015,32,female,primary,unemployed,741.0
CIV,2015,32,female,tertiary,unemployed,608.0
CIV,2015,32,male,upper secondary,employed,17045.0
CIV,2015,32,male,lower secondary,employed,26343.0
CIV,2015,32,male,less than primary,employed,24460.0
CIV,2015,32,male,primary,employed,38487.0
CIV,2015,32,male,tertiary,employed,13176.0
CIV,2015,32,male,lower secondary,inactive,3399.0
CIV,2015,32,male,upper secondary,inactive,3157.0
CIV,2015,32,male,less than primary,inactive,2096.0
CIV,2015,32,male,tertiary,inactive,2087.0
CIV,2015,32,male,primary,inactive,3943.0
CIV,2015,32,male,upper secondary,student,0.0
CIV,2015,32,male,tertiary,student,3136.0
CIV,2015,32,male,less than primary,student,0.0
CIV,2015,32,male,primary,student,0.0
CIV,2015,32,male,lower secondary,student,0.0
CIV,2015,32,male,lower secondary,unemployed,513.0
CIV,2015,32,male,tertiary,unemployed,713.0
CIV,2015,32,male,less than primary,unemployed,189.0
CIV,2015,32,male,primary,unemployed,600.0
CIV,2015,32,male,upper secondary,unemployed,444.0
CIV,2015,33,female,lower secondary,employed,18273.0
CIV,2015,33,female,less than primary,employed,25653.0
CIV,2015,33,female,tertiary,employed,8596.0
CIV,2015,33,female,upper secondary,employed,8356.0
CIV,2015,33,female,primary,employed,33189.0
CIV,2015,33,female,primary,inactive,12219.0
CIV,2015,33,female,tertiary,inactive,4329.0
CIV,2015,33,female,upper secondary,inactive,5593.0
CIV,2015,33,female,lower secondary,inactive,9397.0
CIV,2015,33,female,less than primary,inactive,9609.0
CIV,2015,33,female,upper secondary,student,0.0
CIV,2015,33,female,primary,student,0.0
CIV,2015,33,female,less than primary,student,0.0
CIV,2015,33,female,tertiary,student,0.0
CIV,2015,33,female,lower secondary,student,0.0
CIV,2015,33,female,less than primary,unemployed,172.0
CIV,2015,33,female,primary,unemployed,730.0
CIV,2015,33,female,tertiary,unemployed,599.0
CIV,2015,33,female,lower secondary,unemployed,753.0
CIV,2015,33,female,upper secondary,unemployed,402.0
CIV,2015,33,male,primary,employed,38038.0
CIV,2015,33,male,less than primary,employed,24174.0
CIV,2015,33,male,tertiary,employed,13023.0
CIV,2015,33,male,lower secondary,employed,26035.0
CIV,2015,33,male,upper secondary,employed,16846.0
CIV,2015,33,male,tertiary,inactive,2062.0
CIV,2015,33,male,less than primary,inactive,2072.0
CIV,2015,33,male,lower secondary,inactive,3359.0
CIV,2015,33,male,primary,inactive,3897.0
CIV,2015,33,male,upper secondary,inactive,3120.0
CIV,2015,33,male,primary,student,0.0
CIV,2015,33,male,less than primary,student,0.0
CIV,2015,33,male,tertiary,student,3099.0
CIV,2015,33,male,lower secondary,student,0.0
CIV,2015,33,male,upper secondary,student,0.0
CIV,2015,33,male,tertiary,unemployed,704.0
CIV,2015,33,male,lower secondary,unemployed,508.0
CIV,2015,33,male,primary,unemployed,593.0
CIV,2015,33,male,upper secondary,unemployed,439.0
CIV,2015,33,male,less than primary,unemployed,187.0
CIV,2015,34,female,primary,employed,33061.0
CIV,2015,34,female,upper secondary,employed,8324.0
CIV,2015,34,female,lower secondary,employed,18203.0
CIV,2015,34,female,tertiary,employed,8563.0
CIV,2015,34,female,less than primary,employed,25554.0
CIV,2015,34,female,lower secondary,inactive,9360.0
CIV,2015,34,female,tertiary,inactive,4312.0
CIV,2015,34,female,primary,inactive,12173.0
CIV,2015,34,female,less than primary,inactive,9572.0
CIV,2015,34,female,upper secondary,inactive,5571.0
CIV,2015,34,female,primary,student,0.0
CIV,2015,34,female,upper secondary,student,0.0
CIV,2015,34,female,less than primary,student,0.0
CIV,2015,34,female,lower secondary,student,0.0
CIV,2015,34,female,tertiary,student,0.0
CIV,2015,34,female,primary,unemployed,727.0
CIV,2015,34,female,tertiary,unemployed,597.0
CIV,2015,34,female,less than primary,unemployed,171.0
CIV,2015,34,female,upper secondary,unemployed,401.0
CIV,2015,34,female,lower secondary,unemployed,750.0
CIV,2015,34,male,less than primary,employed,24128.0
CIV,2015,34,male,tertiary,employed,12998.0
CIV,2015,34,male,primary,employed,37965.0
CIV,2015,34,male,upper secondary,employed,16814.0
CIV,2015,34,male,lower secondary,employed,25985.0
CIV,2015,34,male,tertiary,inactive,2058.0
CIV,2015,34,male,lower secondary,inactive,3353.0
CIV,2015,34,male,less than primary,inactive,2068.0
CIV,2015,34,male,primary,inactive,3889.0
CIV,2015,34,male,upper secondary,inactive,3114.0
CIV,2015,34,male,upper secondary,student,0.0
CIV,2015,34,male,less than primary,student,0.0
CIV,2015,34,male,tertiary,student,3093.0
CIV,2015,34,male,primary,student,0.0
CIV,2015,34,male,lower secondary,student,0.0
CIV,2015,34,male,tertiary,unemployed,702.0
CIV,2015,34,male,upper secondary,unemployed,438.0
CIV,2015,34,male,less than primary,unemployed,187.0
CIV,2015,34,male,primary,unemployed,592.0
CIV,2015,34,male,lower secondary,unemployed,506.0
CIV,2015,35,female,upper secondary,employed,4558.0
CIV,2015,35,female,lower secondary,employed,13580.0
CIV,2015,35,female,less than primary,employed,35435.0
CIV,2015,35,female,tertiary,employed,5944.0
CIV,2015,35,female,primary,employed,33760.0
CIV,2015,35,female,tertiary,inactive,3153.0
CIV,2015,35,female,upper secondary,inactive,3213.0
CIV,2015,35,female,primary,inactive,13094.0
CIV,2015,35,female,less than primary,inactive,13983.0
CIV,2015,35,female,lower secondary,inactive,7357.0
CIV,2015,35,female,upper secondary,student,0.0
CIV,2015,35,female,primary,student,0.0
CIV,2015,35,female,less than primary,student,0.0
CIV,2015,35,female,tertiary,student,0.0
CIV,2015,35,female,lower secondary,student,0.0
CIV,2015,35,female,tertiary,unemployed,502.0
CIV,2015,35,female,lower secondary,unemployed,678.0
CIV,2015,35,female,upper secondary,unemployed,266.0
CIV,2015,35,female,less than primary,unemployed,288.0
CIV,2015,35,female,primary,unemployed,900.0
CIV,2015,35,male,tertiary,employed,9302.0
CIV,2015,35,male,primary,employed,41099.0
CIV,2015,35,male,less than primary,employed,31893.0
CIV,2015,35,male,upper secondary,employed,11897.0
CIV,2015,35,male,lower secondary,employed,23528.0
CIV,2015,35,male,less than primary,inactive,2894.0
CIV,2015,35,male,tertiary,inactive,1560.0
CIV,2015,35,male,lower secondary,inactive,3215.0
CIV,2015,35,male,primary,inactive,4458.0
CIV,2015,35,male,upper secondary,inactive,2334.0
CIV,2015,35,male,tertiary,student,3089.0
CIV,2015,35,male,primary,student,0.0
CIV,2015,35,male,upper secondary,student,0.0
CIV,2015,35,male,less than primary,student,0.0
CIV,2015,35,male,lower secondary,student,0.0
CIV,2015,35,male,tertiary,unemployed,564.0
CIV,2015,35,male,lower secondary,unemployed,515.0
CIV,2015,35,male,primary,unemployed,718.0
CIV,2015,35,male,upper secondary,unemployed,347.0
CIV,2015,35,male,less than primary,unemployed,277.0
CIV,2015,36,female,upper secondary,employed,4548.0
CIV,2015,36,female,lower secondary,employed,13552.0
CIV,2015,36,female,tertiary,employed,5931.0
CIV,2015,36,female,less than primary,employed,35361.0
CIV,2015,36,female,primary,employed,33688.0
CIV,2015,36,female,lower secondary,inactive,7341.0
CIV,2015,36,female,less than primary,inactive,13953.0
CIV,2015,36,female,upper secondary,inactive,3206.0
CIV,2015,36,female,primary,inactive,13066.0
CIV,2015,36,female,tertiary,inactive,3147.0
CIV,2015,36,female,upper secondary,student,0.0
CIV,2015,36,female,less than primary,student,0.0
CIV,2015,36,female,tertiary,student,0.0
CIV,2015,36,female,lower secondary,student,0.0
CIV,2015,36,female,primary,student,0.0
CIV,2015,36,female,primary,unemployed,898.0
CIV,2015,36,female,less than primary,unemployed,287.0
CIV,2015,36,female,lower secondary,unemployed,677.0
CIV,2015,36,female,upper secondary,unemployed,266.0
CIV,2015,36,female,tertiary,unemployed,501.0
CIV,2015,36,male,lower secondary,employed,23570.0
CIV,2015,36,male,upper secondary,employed,11918.0
CIV,2015,36,male,tertiary,employed,9319.0
CIV,2015,36,male,primary,employed,41173.0
CIV,2015,36,male,less than primary,employed,31949.0
CIV,2015,36,male,primary,inactive,4466.0
CIV,2015,36,male,upper secondary,inactive,2338.0
CIV,2015,36,male,less than primary,inactive,2900.0
CIV,2015,36,male,tertiary,inactive,1563.0
CIV,2015,36,male,lower secondary,inactive,3220.0
CIV,2015,36,male,primary,student,0.0
CIV,2015,36,male,lower secondary,student,0.0
CIV,2015,36,male,less than primary,student,0.0
CIV,2015,36,male,tertiary,student,3094.0
CIV,2015,36,male,upper secondary,student,0.0
CIV,2015,36,male,less than primary,unemployed,278.0
CIV,2015,36,male,lower secondary,unemployed,515.0
CIV,2015,36,male,tertiary,unemployed,565.0
CIV,2015,36,male,primary,unemployed,720.0
CIV,2015,36,male,upper secondary,unemployed,348.0
CIV,2015,37,female,primary,employed,33261.0
CIV,2015,37,female,lower secondary,employed,13381.0
CIV,2015,37,female,upper secondary,employed,4490.0
CIV,2015,37,female,tertiary,employed,5856.0
CIV,2015,37,female,less than primary,employed,34913.0
CIV,2015,37,female,primary,inactive,12902.0
CIV,2015,37,female,upper secondary,inactive,3166.0
CIV,2015,37,female,tertiary,inactive,3107.0
CIV,2015,37,female,less than primary,inactive,13776.0
CIV,2015,37,female,lower secondary,inactive,7248.0
CIV,2015,37,female,tertiary,student,0.0
CIV,2015,37,female,lower secondary,student,0.0
CIV,2015,37,female,less than primary,student,0.0
CIV,2015,37,female,upper secondary,student,0.0
CIV,2015,37,female,primary,student,0.0
CIV,2015,37,female,upper secondary,unemployed,262.0
CIV,2015,37,female,tertiary,unemployed,494.0
CIV,2015,37,female,lower secondary,unemployed,668.0
CIV,2015,37,female,less than primary,unemployed,284.0
CIV,2015,37,female,primary,unemployed,887.0
CIV,2015,37,male,primary,employed,40827.0
CIV,2015,37,male,lower secondary,employed,23372.0
CIV,2015,37,male,less than primary,employed,31682.0
CIV,2015,37,male,tertiary,employed,9241.0
CIV,2015,37,male,upper secondary,employed,11818.0
CIV,2015,37,male,tertiary,inactive,1550.0
CIV,2015,37,male,upper secondary,inactive,2318.0
CIV,2015,37,male,less than primary,inactive,2876.0
CIV,2015,37,male,primary,inactive,4429.0
CIV,2015,37,male,lower secondary,inactive,3194.0
CIV,2015,37,male,primary,student,0.0
CIV,2015,37,male,upper secondary,student,0.0
CIV,2015,37,male,lower secondary,student,0.0
CIV,2015,37,male,tertiary,student,3068.0
CIV,2015,37,male,less than primary,student,0.0
CIV,2015,37,male,lower secondary,unemployed,511.0
CIV,2015,37,male,primary,unemployed,714.0
CIV,2015,37,male,upper secondary,unemployed,345.0
CIV,2015,37,male,tertiary,unemployed,560.0
CIV,2015,37,male,less than primary,unemployed,275.0
CIV,2015,38,female,less than primary,employed,33835.0
CIV,2015,38,female,lower secondary,employed,12967.0
CIV,2015,38,female,primary,employed,32233.0
CIV,2015,38,female,tertiary,employed,5676.0
CIV,2015,38,female,upper secondary,employed,4351.0
CIV,2015,38,female,primary,inactive,12502.0
CIV,2015,38,female,tertiary,inactive,3010.0
CIV,2015,38,female,lower secondary,inactive,7025.0
CIV,2015,38,female,upper secondary,inactive,3068.0
CIV,2015,38,female,less than primary,inactive,13351.0
CIV,2015,38,female,primary,student,0.0
CIV,2015,38,female,tertiary,student,0.0
CIV,2015,38,female,upper secondary,student,0.0
CIV,2015,38,female,lower secondary,student,0.0
CIV,2015,38,female,less than primary,student,0.0
CIV,2015,38,female,primary,unemployed,860.0
CIV,2015,38,female,upper secondary,unemployed,254.0
CIV,2015,38,female,lower secondary,unemployed,648.0
CIV,2015,38,female,tertiary,unemployed,479.0
CIV,2015,38,female,less than primary,unemployed,275.0
CIV,2015,38,male,upper secondary,employed,11509.0
CIV,2015,38,male,tertiary,employed,9000.0
CIV,2015,38,male,primary,employed,39761.0
CIV,2015,38,male,less than primary,employed,30854.0
CIV,2015,38,male,lower secondary,employed,22762.0
CIV,2015,38,male,less than primary,inactive,2800.0
CIV,2015,38,male,lower secondary,inactive,3110.0
CIV,2015,38,male,upper secondary,inactive,2258.0
CIV,2015,38,male,tertiary,inactive,1509.0
CIV,2015,38,male,primary,inactive,4313.0
